Element;h_index;g_index;m_index;TC;NP;PY_start
STEPNEY S;1;1;0,167;4;1;2017
STEURER M;1;1;0,250;2;1;2019
STEVENS JR;1;1;0,167;7;1;2017
STEVENS M;1;1;0,200;10;1;2018
STEVENS SR;1;1;0,333;5;1;2020
STEVENSON M;1;1;0,077;3;1;2010
STEWART A;2;2;0,182;29;2;2012
STEWART BG;1;1;0,048;7;1;2002
STICCO IM;1;1;0,500;4;1;2021
STIPANICEV D;2;2;0,154;22;2;2010
STIPANOVIC DM;1;1;0,111;21;1;2014
STOCKER R;1;1;0,250;17;1;2019
STOIANOV IP;1;1;0,200;8;1;2018
STOKLAND E;1;1;0,071;37;1;2009
STONE P;1;1;0,167;15;1;2017
STONEROMERO EF;1;1;0,037;7;1;1996
STOPFORD B;1;1;0,067;5;1;2008
STOREY KM;1;1;0,250;7;1;2019
STORY GW;1;1;0,333;1;1;2020
STRAND E;1;1;0,050;26;1;2003
STRATMANN F;1;1;0,083;47;1;2011
STRATOS A;1;1;0,071;16;1;2009
STRAUB D;1;1;0,500;1;1;2021
STRAUCH C;1;1;0,333;8;1;2020
STRAUSS C;1;1;0,125;10;1;2015
STRAWDERMAN L;1;1;0,167;3;1;2017
STRECKER RE;1;1;0,050;61;1;2003
STRICHARTZ GR;1;1;0,125;26;1;2015
STRINGER LC;1;1;0,500;1;1;2021
STROJNY A;1;1;0,333;2;1;2020
STROJNY PM;1;1;0,333;2;1;2020
STROMBOM D;1;1;0,111;73;1;2014
STRONG M;1;1;0,333;5;1;2020
STROSSLIN T;1;1;0,056;5;1;2005
STUART FP;1;1;0,042;51;1;1999
STUART J;1;1;0,042;51;1;1999
STUDER W;1;1;0,063;30;1;2007
STULA M;3;3;0,231;30;3;2010
STUMMER C;3;3;0,375;88;3;2015
STURMER T;1;1;0,056;128;1;2005
SU AJ;1;1;0,167;2;1;2017
SU B;1;1;0,250;15;1;2019
SU BY;1;1;0,333;2;1;2020
SU C;1;1;0,333;1;1;2020
SU H;1;1;0,091;70;1;2012
SU HS;10;15;0,667;1267;15;2008
SU PY;1;1;0,333;7;1;2020
SU W;1;1;0,333;2;1;2020
SUAREZ JL;1;1;0,083;3;1;2011
SUCCOP P;1;1;0,045;4;1;2001
SUCHOW JW;1;1;0,333;2;1;2020
SUCIK G;1;1;0,250;8;1;2019
SUEUR C;2;2;0,286;32;2;2016
SUEYOSHI T;2;2;0,125;47;2;2007
SUGAHARA K;1;1;0,083;12;1;2011
SUGANAGA H;1;1;0,143;13;1;2016
SUGIE T;1;1;0,111;12;1;2014
SUGIMOTO K;1;1;0,500;2;1;2021
SUGIURA M;1;1;0,111;2;1;2014
SUH J;1;1;0,250;2;1;2019
SUHONEN J;1;1;0,077;29;1;2010
SUI G;2;2;0,200;43;2;2013
SULZMAN J;1;1;0,167;57;1;2017
SUMMERSKILL SJ;1;1;0,250;17;1;2019
SUMO S;1;1;0,100;84;1;2013
SUMPTER DJT;3;4;0,167;229;4;2005
SUN C;1;1;0,167;44;1;2017
SUN CF;1;1;0,200;5;1;2018
SUN CT;1;1;0,100;3;1;2013
SUN CY;6;6;1,000;232;6;2017
SUN DC;1;1;0,200;4;1;2018
SUN GB;1;2;0,333;10;2;2020
SUN HB;1;1;0,167;8;1;2017
SUN HD;1;1;0,333;2;1;2020
SUN HJ;1;1;0,250;13;1;2019
SUN J;4;4;1,000;90;4;2019
SUN JH;1;1;0,250;15;1;2019
SUN JL;1;1;0,200;4;1;2018
SUN JY;2;2;0,333;51;2;2017
SUN L;2;2;0,333;56;2;2017
SUN LB;2;3;0,182;14;3;2012
SUN LJ;1;1;0,125;47;1;2015
SUN LL;1;1;0,167;7;1;2017
SUN MC;1;1;0,333;33;1;2020
SUN MZ;1;1;0,250;1;1;2019
SUN N;1;1;0,333;8;1;2020
SUN Q;2;2;0,667;18;2;2020
SUN QK;1;1;0,167;2;1;2017
SUN QR;1;1;0,200;2;1;2018
SUN QY;1;1;0,333;7;1;2020
SUN SH;1;1;0,200;10;1;2018
SUN T;1;1;0,091;15;1;2012
SUN W;1;1;0,167;2;1;2017
SUN WG;1;1;0,200;2;1;2018
SUN WZ;1;1;0,200;16;1;2018
SUN X;2;2;0,133;124;2;2008
SUN XB;1;1;0,100;2;1;2013
SUN XL;2;2;0,250;15;2;2015
SUN XM;1;1;0,167;8;1;2017
SUN Y;3;3;0,176;35;3;2006
SUN YG;1;1;0,500;1;1;2021
SUN YH;1;1;0,250;16;1;2019
SUN YJ;1;1;0,250;13;1;2019
SUN YP;1;1;0,200;18;1;2018
SUN YX;1;1;0,071;11;1;2009
SUN YZ;1;1;0,250;8;1;2019
SUN ZL;1;1;0,100;86;1;2013
SUN ZY;1;1;0,250;22;1;2019
SUN ZZ;1;1;0,333;1;1;2020
SUNDE P;1;1;0,333;2;1;2020
SUNSHINE SB;1;1;0,077;44;1;2010
SUNSPIRAL V;1;1;0,200;16;1;2018
SUO SG;1;1;0,083;13;1;2011
SUSEMIHL A;1;1;0,111;9;1;2014
SUTARDI T;1;1;0,333;4;1;2020
SUVAKOV M;2;2;0,200;42;2;2013
SUZUKI J;2;2;0,143;16;2;2009
SUZUKI K;1;1;0,100;7;1;2013
SUZUKI RO;1;1;0,125;20;1;2015
SUZUKI Y;1;1;0,038;22;1;1997
SVALESTUEN Y;1;1;0,125;4;1;2015
SWANZY S;1;1;0,037;17;1;1996
SWART F;1;1;0,037;77;1;1996
SWARUP S;1;1;0,111;9;1;2014
SWENBERG JA;1;1;0,032;61;1;1992
SWIGON D;1;1;0,111;18;1;2014
SWINERD C;1;1;0,125;12;1;2015
SWITZER GE;1;1;0,143;8;1;2016
SYCARA K;2;2;0,154;7;2;2010
SYLVESTER KM;1;1;0,125;3;1;2015
SYMEONIDIS AL;2;2;0,133;29;2;2008
SYSKA P;1;1;0,333;2;1;2020
SZABLAN Z;1;1;0,059;41;1;2006
SZABO C;1;1;0,125;10;1;2015
SZABO G;1;1;0,167;5;1;2017
SZABO RJ;1;1;0,125;37;1;2015
SZCZECINSKI NS;1;1;0,100;7;1;2013
SZCZESNY B;1;1;0,091;6;1;2012
SZENES M;1;1;0,067;2;1;2008
SZNAJD-WERON K;2;2;0,222;38;2;2014
SZORKOVSZKY A;1;1;0,167;3;1;2017
SZWABINSKI J;2;2;0,222;44;2;2014
SZWED H;1;1;0,333;2;1;2020
SZYMANSKI BK;1;1;0,083;185;1;2011
SZYMKOWIAK J;1;1;0,125;5;1;2015
SZYMUSIAK R;1;1;0,042;123;1;1999
TABBAKH F;1;1;0,333;4;1;2020
TADIC B;4;4;0,182;158;4;2001
TADIPARTHI GR;1;1;0,063;36;1;2007
TAGHIKHAH F;1;2;0,333;11;2;2020
TAHERI A;1;1;0,167;46;1;2017
TAHERIAN M;2;2;0,333;14;2;2017
TAILLANDIER F;1;1;0,250;15;1;2019
TAILLANDIER P;1;1;0,250;15;1;2019
TAJEDDINI MA;1;1;0,143;23;1;2016
TAKACS K;1;1;0,333;18;1;2020
TAKAHASHI F;2;2;0,105;46;2;2004
TAKAHASHI H;1;1;0,067;2;1;2008
TAKAHASHI K;1;1;0,071;3;2;2009
TAKAHASHI M;1;1;0,077;2;1;2010
TAKAHASHI Y;1;1;0,167;18;1;2017
TAKAI H;1;1;0,125;20;1;2015
TAKEDA K;2;2;0,222;18;2;2014
TAKESUE H;1;1;0,333;1;1;2020
TAKEUCHI E;1;1;0,333;6;1;2020
TAKEUCHI K;1;1;0,167;28;1;2017
TAKEUCHI N;1;1;0,125;18;1;2015
TAKI K;2;2;0,133;91;2;2008
TAKISHIMA S;1;1;0,143;13;1;2016
TALAEI-KHOEI A;1;1;0,083;10;1;2011
TALAWAR P;1;1;0,077;7;1;2010
TALBOT TB;1;1;0,125;2;1;2015
TALMAN L;1;1;0,250;6;1;2019
TAMARIZ M;1;1;0,083;3;1;2011
TAMBE M;3;3;0,120;59;3;1998
TAMBLYN R;1;1;0,125;19;1;2015
TAMBUSCIO M;1;1;0,200;15;1;2018
TAN AH;1;1;0,071;60;1;2009
TAN BQ;1;1;0,250;8;1;2019
TAN C;1;1;0,200;6;1;2018
TAN CO;1;1;0,250;4;1;2019
TAN JJ;1;1;0,200;7;1;2018
TAN JR;1;1;0,067;4;1;2008
TAN KC;1;1;0,200;1;1;2018
TAN L;2;2;0,200;29;2;2013
TAN LN;1;1;0,333;2;1;2020
TAN P;1;1;0,333;11;1;2020
TAN RH;1;1;0,125;38;1;2015
TAN RW;1;1;0,333;7;1;2020
TAN SB;1;1;0,143;22;1;2016
TAN SL;1;1;0,143;29;1;2016
TAN XG;1;1;0,250;111;1;2019
TANABE T;1;1;0,042;8;1;1999
TANAKA H;1;1;0,167;27;1;2017
TANAKA T;1;1;0,071;5;1;2009
TANAKA Y;1;1;0,111;12;1;2014
TANCIONI M;1;1;0,083;12;1;2011
TANEV I;1;1;0,067;12;1;2008
TANFANI E;1;1;0,167;2;1;2017
TANG J;1;2;0,167;6;2;2017
TANG JW;1;1;0,167;17;1;2017
TANG JZ;1;1;0,333;1;1;2020
TANG K;1;1;0,143;36;1;2016
TANG M;2;2;0,143;61;2;2009
TANG QR;1;1;0,500;6;1;2021
TANG RM;1;1;0,333;3;1;2020
TANG RQ;1;1;0,333;3;1;2020
TANG S;2;2;0,500;62;2;2019
TANG T;1;1;0,250;4;1;2019
TANG W;1;1;0,125;38;1;2015
TANG WJ;1;1;0,167;5;1;2017
TANG WKS;1;1;0,091;32;1;2012
TANG WS;1;1;0,091;6;1;2012
TANG WW;1;1;0,077;16;1;2010
TANG Y;2;2;0,400;25;2;2018
TANG YX;1;1;0,167;7;1;2017
TANG ZJ;1;1;0,200;11;1;2018
TANI J;2;2;0,133;30;2;2008
TANIGUCHI T;1;1;0,100;14;1;2013
TANIMOTO J;7;8;0,389;223;8;2005
TANNENBAUM C;1;1;0,125;19;1;2015
TANOUCHI M;1;1;0,071;1;1;2009
TANZEGHTI H;1;1;0,250;4;1;2019
TAO J;2;2;0,500;9;2;2019
TAO L;1;1;0,200;7;1;2018
TAO SQ;1;1;0,500;1;1;2021
TAO SZ;1;1;0,250;6;1;2019
TAPIA E;1;1;0,111;10;1;2014
TAPIADOR FJ;1;1;0,250;4;1;2019
TARCAI N;1;1;0,083;17;1;2011
TARIQ MI;1;1;0,167;6;1;2017
TARIQ U;1;1;0,167;2;1;2017
TARKESH H;1;1;0,071;26;1;2009
TARKKA M;1;1;0,045;21;1;2001
TARNICK J;1;1;0,500;6;1;2021
TARNITA CE;1;1;0,100;129;1;2013
TARRAS I;2;2;0,200;21;2;2013
TASCI B;1;1;0,333;8;1;2020
TASHJIAN SM;1;1;0,200;10;1;2018
TASSA T;1;1;0,250;6;1;2019
TATE P;1;1;0,333;2;1;2020
TAUANOV Z;1;1;0,111;46;1;2014
TAUBER UC;1;1;0,500;1;1;2021
TAVASSOLI S;1;1;0,143;21;1;2016
TAVASSZY L;1;1;0,143;19;1;2016
TAY JC;1;1;0,067;4;1;2008
TAY KH;1;1;0,333;3;1;2020
TAY NSP;1;1;0,063;6;1;2007
TAY WP;1;1;0,250;4;1;2019
TAYA S;1;1;0,333;2;1;2020
TAYLOR A;1;1;0,250;1;1;2019
TAYLOR J;1;1;0,500;2;1;2021
TAYLOR JE;2;2;0,182;119;2;2012
TAYLOR K;1;1;0,091;31;1;2012
TAYLOR M;1;1;0,111;1;1;2014
TAYLOR R;1;1;0,125;4;1;2015
TAYSSE L;1;1;0,063;62;1;2007
TAYYABA S;1;1;0,167;6;1;2017
TCHARKHTCHI A;1;1;0,100;5;1;2013
TE YEH M;1;1;0,500;1;1;2021
TEACY WTL;1;1;0,091;67;1;2012
TECHATASSANASOONTORN AA;1;1;0,083;13;1;2011
TEDESCHI G;1;1;0,091;6;1;2012
TEDESCO F;2;2;0,400;17;2;2018
TEDESCO PCDR;1;1;0,111;12;1;2014
TEEL AR;1;1;0,167;48;1;2017
TEICHROEB JA;1;1;0,100;13;1;2013
TEIDER PI;1;1;0,250;14;1;2019
TEILLAUD A;1;1;0,200;10;1;2018
TELLER J;1;1;0,167;56;1;2017
TEMPALSKI B;1;1;0,091;28;1;2012
TENG TH;1;1;0,071;60;1;2009
TENREIRO A;1;1;0,059;26;1;2006
TEO KL;1;1;0,200;20;1;2018
TEO YM;1;1;0,125;10;1;2015
TEODONIO L;1;1;0,200;10;1;2018
TEODORO ARB;1;1;0,143;1;1;2016
TERANO T;1;1;0,111;2;1;2014
TERRANOVA GR;1;1;0,111;13;1;2014
TERRENOIRE A;1;1;0,059;41;1;2006
TERRISSE J;1;1;0,045;3;1;2001
TESSENSOHN ME;1;1;0,167;2;1;2017
TESSIER C;1;1;0,111;9;1;2014
TESSONE CJ;1;1;0,100;8;1;2013
TESTA JW;1;1;0,167;16;1;2017
TESTI A;1;1;0,167;2;1;2017
TEYMOURIAN H;1;1;0,333;5;1;2020
THAKKAR MM;1;1;0,050;61;1;2003
THALL PF;1;1;0,053;86;1;2004
THANH PD;1;1;0,333;5;1;2020
THATCHER A;1;1;0,167;5;1;2017
THEERTHAANA P;1;1;0,333;1;1;2020
THEES O;1;1;0,143;12;1;2016
THEESFELD I;1;1;0,167;12;1;2017
THENIUS R;1;1;0,091;18;1;2012
THERAULAZ G;3;3;0,107;157;3;1995
THILAKARATHNE DJ;1;1;0,125;8;1;2015
THIONGANE M;1;1;0,143;14;1;2016
THOMAIDIS S;1;1;0,056;34;1;2005
THOMAS C;1;1;0,167;7;1;2017
THOMAS CW;1;1;0,250;11;1;2019
THOMAS DH;1;1;0,200;5;1;2018
THOMAS E;1;1;0,143;30;1;2016
THOMAS HF;1;1;0,167;7;1;2017
THOMAS MG;1;1;0,125;13;1;2015
THOMAS RJ;1;1;0,056;3;2;2005
THOMAS SA;2;2;0,286;11;2;2016
THOMAZ AL;1;1;0,067;166;1;2008
THOMPSON C;1;1;0,250;6;1;2019
THOMPSON GJ;1;1;0,125;24;1;2015
THOMSEN B;1;1;0,500;4;1;2021
THORMANN W;1;1;0,200;11;1;2018
THORNE BC;1;1;0,063;87;1;2007
THORNTON A;1;1;0,250;17;1;2019
THORNTON JM;1;1;0,167;2;1;2017
THORPE GR;1;1;0,143;2;1;2016
THRASHER JB;1;1;0,037;17;1;1996
THRUSH R;1;1;0,100;28;1;2013
THUILLIEZ J;1;1;0,143;9;1;2016
THULKE HH;1;1;0,143;9;1;2016
TIAN BL;1;1;0,200;7;1;2018
TIAN D;1;1;0,200;3;1;2018
TIAN DH;1;1;0,250;1;1;2019
TIAN L;1;1;0,100;10;1;2013
TIAN Q;1;1;0,143;18;1;2016
TIAN ST;1;1;0,333;4;1;2020
TIAN WQ;1;1;0,111;1;1;2014
TIAN Y;1;1;0,250;10;1;2019
TICHY AG;1;1;0,059;21;1;2006
TIDEMANN A;1;1;0,125;4;1;2015
TIE L;1;1;0,111;233;1;2014
TIETZ BR;1;1;0,100;7;1;2013
TIKHOMIROVA DV;1;1;0,333;3;1;2020
TILLER RG;1;1;0,125;4;1;2015
TIMMERMANS H;3;3;0,188;34;3;2007
TIMMERMANS HJP;1;1;0,100;2;2;2013
TIMMIS J;5;5;0,455;129;5;2012
TIMMONS SC;1;1;0,200;3;1;2018
TINGUELY M;1;1;0,167;23;1;2017
TIRNAUCA C;1;1;0,143;3;1;2016
TITTELEIN P;1;1;0,333;4;1;2020
TKACHENKO N;1;1;0,100;12;1;2013
TOBIAS R;1;1;0,167;2;1;2017
TOBITA H;2;2;0,074;43;2;1996
TOGNOLI E;1;1;0,111;87;1;2014
TOH C;1;1;0,250;5;1;2019
TOH DJ;1;1;0,056;52;1;2005
TOINT P;1;1;0,125;6;1;2015
TOKEKAR P;1;1;0,167;25;1;2017
TOLSMA J;1;1;0,167;8;1;2017
TOMASIELLO DB;1;1;0,333;6;1;2020
TOMASINI N;1;1;0,125;15;1;2015
TOMASSINI M;2;2;0,400;8;2;2018
TOMASZEWICZ G;1;1;0,111;18;1;2014
TOMASZEWICZ M;1;1;0,111;18;1;2014
TOMBACK DF;1;1;0,167;5;1;2017
TOMLIN D;1;1;0,091;23;1;2012
TOMOYASU N;1;1;0,077;2;1;2010
TOMPKINS AM;1;1;0,143;14;1;2016
TONG BD;1;1;0,333;1;1;2020
TONG L;1;1;0,125;54;1;2015
TONG S;1;1;0,500;1;1;2021
TONG X;1;1;0,200;38;1;2018
TONG YH;1;1;0,500;1;1;2021
TONKES B;1;1;0,056;13;1;2005
TOOBY J;1;1;0,125;16;1;2015
TOOSI FG;1;1;0,200;81;1;2018
TOPA P;1;1;0,167;3;1;2017
TOPAZ CM;2;2;0,250;62;2;2015
TOPPING CJ;2;3;0,167;25;3;2011
TORAL R;1;1;0,100;41;1;2013
TORNBERG A;1;1;0,250;2;1;2019
TORO H;1;1;0,048;25;1;2002
TORRENS P;1;1;0,083;36;1;2011
TORRES A;1;1;0,083;19;1;2011
TORRES-MELERO J;1;1;0,200;36;1;2018
TORRES-RASGADO E;1;1;0,050;86;1;2003
TORRES-SOSPEDRA J;1;1;0,250;6;1;2019
TORRES-TORDERA E;1;1;0,200;36;1;2018
TOSH CR;1;1;0,063;16;1;2007
TOSTADO N;1;1;0,333;5;1;2020
TOTI S;1;1;0,111;10;1;2014
TOTTERDELL P;1;1;0,125;6;1;2015
TOTZECK C;1;1;0,333;3;1;2020
TOULOUMI F;1;1;0,071;16;1;2009
TOURCHER C;1;1;0,250;4;1;2019
TOUSI MM;1;1;0,083;10;1;2011
TOUSSAINT M;1;1;0,250;6;1;2019
TOUZA R;1;1;0,333;2;1;2020
TOY AA;1;1;0,059;41;1;2006
TOYRAS J;1;1;0,333;4;1;2020
TRACEY JA;1;1;0,111;27;1;2014
TRACY M;1;1;0,250;4;1;2019
TRAN E;1;1;0,143;7;1;2016
TRAN NG;1;1;0,167;4;1;2017
TRAN VP;1;1;0,333;21;1;2020
TRAVASSOS B;1;1;0,111;74;1;2014
TRAVERSA U;1;1;0,038;3;1;1997
TRAVIS DA;1;1;0,250;4;1;2019
TREJO A;1;1;0,125;1;1;2015
TRENTESAUX D;1;1;0,167;18;1;2017
TRESZCZANOWICZ J;1;1;0,125;18;1;2015
TREUR J;4;4;0,182;97;4;2001
TREXLER JC;1;1;0,333;3;1;2020
TRIA F;1;1;0,100;30;1;2013
TRIANTIS K;1;1;0,250;3;1;2019
TRIANTIS KP;1;1;0,200;2;1;2018
TRIESCH J;1;1;0,091;11;1;2012
TRIGAUX R;1;1;0,056;9;1;2005
TRIGO P;1;1;0,077;1;1;2010
TRIKHA A;1;1;0,077;7;1;2010
TRIMPER S;1;1;0,059;21;1;2006
TRINH QC;1;1;0,100;8;1;2013
TRINITY L;1;1;0,250;9;1;2019
TRIPPA L;1;1;0,111;58;1;2014
TRNKOVA ZJ;1;1;0,071;37;1;2009
TROCONIZ IF;1;1;0,167;7;1;2017
TROITZSCH KG;1;1;0,125;6;1;2015
TROJELSGAARD K;1;1;0,333;1;1;2020
TROSTLE JA;1;1;0,250;3;1;2019
TRUNG TN;1;1;0,056;162;1;2005
TRUSKINOVSKY L;1;1;0,048;12;1;2002
TRUSOV M;1;1;0,100;23;1;2013
TRUSSARDI L;1;1;0,167;5;1;2017
TRYBULA D;1;1;0,333;4;1;2020
TSAI J;1;1;0,100;27;1;2013
TSAI TH;1;1;0,083;13;1;2011
TSAI Y;1;1;0,143;21;1;2016
TSAI YD;1;1;0,071;29;1;2009
TSAI YS;1;1;0,125;20;1;2015
TSANG CW;1;1;0,067;11;1;2008
TSANG DCW;1;1;0,200;6;1;2018
TSANG EPK;1;1;0,071;39;1;2009
TSANG S;1;1;0,111;27;1;2014
TSAO CY;1;1;0,200;1;1;2018
TSCHANTZ A;1;1;0,333;26;1;2020
TSEN LC;1;1;0,125;27;1;2015
TSENG JJ;1;1;0,077;19;1;2010
TSENG R;1;1;0,143;5;1;2016
TSENG SH;1;1;0,111;2;1;2014
TSIGARIDIS K;1;1;0,125;24;1;2015
TSIGKLIFIS K;1;1;0,100;14;1;2013
TSIONAS M;1;1;0,167;47;1;2017
TSOUMANIS AC;1;1;0,077;12;1;2010
TSUJIMURA I;1;1;0,067;19;1;2008
TSUKASAKI T;1;1;0,053;1;1;2004
TSVETKOVA M;1;1;0,125;13;1;2015
TU J;2;2;0,200;55;2;2013
TU SY;1;1;0,091;116;1;2012
TU W;1;1;0,333;2;1;2020
TU Y;1;1;0,083;6;1;2011
TUBARO P;1;2;0,111;8;2;2014
TUCI E;1;1;0,083;13;1;2011
TUCNIK P;2;2;0,222;20;2;2014
TUGNOLI A;1;1;0,250;19;1;2019
TUINSTRA J;1;1;0,083;13;1;2011
TURAEV S;1;1;0,200;7;1;2018
TURECEK P;1;1;0,500;2;1;2021
TUREK A;1;1;0,200;14;1;2018
TURGEON S;1;1;0,167;16;1;2017
TURKAN Y;1;1;0,333;10;1;2020
TURLINGS TCJ;1;1;0,125;30;1;2015
TURNBULL S;1;1;0,143;21;1;2016
TURNER JS;1;1;0,167;16;1;2017
TURNER MJ;1;1;0,032;61;1;1992
TURNER MS;1;1;0,250;12;1;2019
TURNER SJ;1;1;0,100;7;1;2013
TURNG LS;1;1;0,056;49;1;2005
TURNHEIM B;1;1;0,333;24;1;2020
TURNOVSKY SJ;1;1;0,333;1;1;2020
TURULL A;1;1;0,043;1;1;2000
TURUNEN MJ;1;1;0,333;4;1;2020
TUTUMLUER E;1;1;0,071;96;1;2009
TUZON P;1;1;0,200;8;1;2018
TWISTON-DAVIES G;1;1;0,200;29;1;2018
TY NT;1;1;0,500;1;1;2021
TYKHONOV D;1;1;0,067;28;1;2008
TYLER BM;1;1;0,077;44;1;2010
TYSZKA J;1;1;0,167;3;1;2017
TZIONAS P;1;1;0,100;11;1;2013
UCHIDA H;1;1;0,167;17;1;2017
UCHIDA K;1;1;0,250;2;1;2019
UEDA K;1;1;0,200;6;1;2018
UEDA S;4;4;0,308;60;4;2010
UEDA T;1;1;0,500;1;1;2021
UEDA Y;1;1;0,143;13;1;2016
UGRIN PE;1;1;0,037;44;1;1996
UGULEN HS;1;1;0,500;2;1;2021
UHRMACHER AM;3;3;0,143;13;3;2002
UKKUSURI SV;2;2;0,222;93;2;2014
ULKUATAM S;1;1;0,200;6;1;2018
ULLAH R;1;1;0,250;9;1;2019
ULUER MS;1;1;0,200;8;1;2018
UMAR S;1;1;0,200;10;1;2018
UNAL E;1;1;0,333;5;1;2020
UNCOS A;1;1;0,125;15;1;2015
UNO T;1;1;0,038;22;1;1997
UPADHYAY D;1;1;0,333;4;1;2020
URBACH M;1;1;0,125;11;1;2015
URBANO J;1;1;0,111;4;1;2014
URGEN BA;1;1;0,125;20;1;2015
URIBE R;1;1;0,091;9;1;2012
USHER JM;1;1;0,167;3;1;2017
USHEVA A;1;1;0,071;1;1;2009
USHIWATA O;1;1;0,043;8;1;2000
USSE S;1;1;0,042;16;1;1999
VADAKKEPAT P;1;1;0,200;1;1;2018
VAFA E;1;1;0,077;3;1;2010
VAGLIASINDI PA;1;1;0,067;23;1;2008
VAGNANI G;1;1;0,071;5;1;2009
VAIPHEI K;1;1;0,063;21;1;2007
VAKSMAN Z;1;1;0,091;20;1;2012
VAKULA J;1;1;0,143;34;1;2016
VALADA A;1;1;0,333;1;1;2020
VALBUENA D;2;2;0,154;284;2;2010
VALDERRAMA C;1;1;0,143;4;1;2016
VALDIVIA A;1;1;0,167;72;1;2017
VALENCIA FJ;1;1;0,333;2;1;2020
VALENTE AS;1;1;0,167;43;1;2017
VALENTIN G;1;1;0,200;13;1;2018
VALERA A;1;1;0,250;8;1;2019
VALEYEV NV;1;1;0,100;36;1;2013
VALLACHER RR;1;1;0,250;8;1;2019
VALLES M;1;1;0,250;8;1;2019
VAMVOUDAKIS KG;1;1;0,250;12;1;2019
VAN AARDE RJ;1;1;0,500;1;1;2021
VAN ACKERE A;1;1;0,143;1;1;2016
VAN BEEST FM;1;1;0,167;18;1;2017
VAN BERKEL DB;1;1;0,250;11;1;2019
VAN BOMMEL J;1;1;0,063;30;1;2007
VAN DE LAAR TW;1;1;0,250;12;1;2019
VAN DE VIJVER D;1;1;0,083;19;1;2011
VAN DELFT J;1;1;0,067;23;1;2008
VAN DEN BERG AP;1;1;0,167;20;1;2017
VAN DEN HOED R;1;1;0,500;3;1;2021
VAN DER BRUGGEN B;1;1;0,040;50;1;1998
VAN DER HOOG S;1;1;0,250;19;1;2019
VAN DER KAM M;1;1;0,250;11;1;2019
VAN DER LAAN LJW;1;1;0,500;6;1;2021
VAN DER LAAN MJ;1;1;0,111;24;1;2014
VAN DER MEER S;1;1;0,071;21;1;2009
VAN DER STEEN AFW;1;1;0,083;29;1;2011
VAN DER VAART E;2;2;0,222;37;2;2014
VAN DER VEEN A;1;1;0,143;27;1;2016
VAN DER WAL CN;1;1;0,100;72;1;2013
VAN DER ZANDEN EH;1;1;0,250;6;1;2019
VAN DOOREN P;1;1;0,067;239;1;2008
VAN DUIN JHR;1;1;0,143;19;1;2016
VAN DUINEN R;1;1;0,143;27;1;2016
VAN ECK PAT;1;1;0,045;4;1;2001
VAN ECK PS;1;1;0,083;114;1;2011
VAN GEERT P;1;1;0,111;4;1;2014
VAN GOOL L;1;1;0,083;14;1;2011
VAN GORDER RA;2;2;0,400;23;2;2018
VAN HAM M;1;1;0,200;14;1;2018
VAN HERCK P;1;1;0,040;50;1;1998
VAN HOUTEN J;1;1;0,143;21;1;2016
VAN KERREBROECK B;1;1;0,500;1;1;2021
VAN LAMMEREN RJA;1;1;0,077;36;1;2010
VAN LEEUWEN D;1;1;0,067;23;1;2008
VAN LENTHE FJ;1;1;0,125;16;1;2015
VAN LIEDEKERKE P;1;1;0,250;20;1;2019
VAN MAARSEVEEN M;1;1;0,250;16;1;2019
VAN NEER PLMJ;1;1;0,083;29;1;2011
VAN OVERWALLE F;1;1;0,077;11;1;2010
VAN RAAIJ F;1;1;0,063;12;1;2007
VAN ROOY D;1;1;0,143;7;1;2016
VAN SARK W;1;1;0,250;11;1;2019
VAN SASSENBROECK DK;1;1;0,045;8;1;2001
VAN STEENBERGE PHM;1;1;0,167;31;1;2017
VAN TN;1;1;0,500;2;1;2021
VAN WISSEN A;1;1;0,100;72;1;2013
VAN ZELM R;1;1;0,100;2;1;2013
VAN-VUUREN K;1;1;0,500;6;1;2021
VANDECASTEELE C;1;1;0,040;50;1;1998
VANDERELST D;1;1;0,071;12;1;2009
VANDERKLIFT MA;1;1;0,111;9;1;2014
VANDEWAL BW;1;1;0,037;77;1;1996
VANDEWOUDE S;1;1;0,111;27;1;2014
VANDUFFEL W;1;1;0,083;7;1;2011
VANE-WRIGHT RI;1;1;0,167;8;1;2017
VANI B;1;1;0,500;2;1;2021
VANLAERHOVEN SL;1;1;0,071;5;1;2009
VANMAANEN DP;1;1;0,100;13;1;2013
VANNIMENUS J;1;1;0,056;34;1;2005
VANSCHALKWYK EM;1;1;0,037;77;1;1996
VANSELOW PBS;1;1;0,200;11;1;2018
VARADARAJAN D;1;1;0,045;10;1;2001
VARENNE F;1;1;0,077;6;1;2010
VARGAS PA;1;1;0,091;6;1;2012
VARGAS-RODRIGUEZ H;1;1;0,167;6;1;2017
VARKONYI PL;1;1;0,083;17;1;2011
VARMA VS;1;1;0,333;1;1;2020
VAROL AE;1;1;0,125;9;1;2015
VASALOU C;1;1;0,077;28;1;2010
VASARHELYI G;1;1;0,083;17;1;2011
VASILE BS;1;1;0,333;2;1;2020
VASILJEVIC G;1;1;0,333;1;1;2020
VASQUEZ EC;1;1;0,037;8;1;1996
VASU SS;1;1;0,250;7;1;2019
VATRAPU R;1;1;0,143;29;1;2016
VAUCLIN M;1;1;0,038;17;1;1997
VAUGHAN N;1;1;0,333;5;1;2020
VAZQUEZ JA;1;1;0,111;7;1;2014
